full_name;stars;age_years;releases_count;primary_language;forks_count;open_issues_count;created_at;updated_at
ikew0ng/SwipeBackLayout;6105;12.57;0;Java;1395;120;2013-08-25T03:36:12Z;2026-03-16T08:21:11Z
rengwuxian/MaterialEditText;6100;11.39;19;Java;1038;195;2014-10-30T10:07:23Z;2026-03-11T08:21:08Z
google/google-java-format;6096;10.86;43;Java;916;165;2015-05-11T20:38:28Z;2026-03-21T09:52:46Z
daimajia/NumberProgressBar;6095;11.89;3;Java;1394;29;2014-05-01T08:54:25Z;2026-03-18T08:08:00Z
javaparser/javaparser;6061;14.39;57;Java;1226;456;2011-10-30T14:03:44Z;2026-03-20T08:55:51Z
apache/pinot;6049;11.84;21;Java;1456;1878;2014-05-19T23:27:48Z;2026-03-22T05:19:28Z
google/j2objc;6047;12.14;1;Java;999;100;2014-01-30T20:19:56Z;2026-03-20T23:13:33Z
ZhongFuCheng3y/austin;6047;4.37;0;Java;1456;3;2021-11-06T09:36:01Z;2026-03-21T09:49:37Z
singwhatiwanna/dynamic-load-apk;6028;11.98;0;Java;1982;95;2014-03-30T11:51:00Z;2026-03-11T08:08:53Z
apache/nifi;6017;11.27;0;Java;2938;30;2014-12-12T08:00:05Z;2026-03-22T21:17:41Z
apache/hive;6016;16.84;0;Java;4790;63;2009-05-21T02:31:01Z;2026-03-22T20:31:37Z
pedrovgs/EffectiveAndroidUI;6014;11.72;0;Java;1189;5;2014-07-04T08:42:20Z;2026-03-20T04:57:56Z
robolectric/robolectric;6000;15.57;111;Java;1380;478;2010-08-28T00:28:25Z;2026-03-21T08:25:47Z
opengoofy/hippo4j;5993;4.76;18;Java;1239;141;2021-06-16T02:59:48Z;2026-03-22T11:39:58Z
jeequan/jeepay;5991;8.61;0;Java;1938;42;2017-08-12T02:40:32Z;2026-03-22T09:24:23Z
WeiYe-Jing/datax-web;5987;6.34;5;Java;2248;316;2019-11-19T01:09:05Z;2026-03-20T15:14:52Z
btraceio/btrace;5985;11.56;33;Java;962;13;2014-08-28T18:58:24Z;2026-03-21T18:56:51Z
google/physical-web;5981;11.47;17;Java;651;93;2014-09-30T18:32:14Z;2026-03-13T18:49:35Z
rey5137/material;5967;11.28;10;Java;1300;214;2014-12-09T12:07:32Z;2026-03-22T22:38:49Z
wyouflf/xUtils3;5959;10.4;9;Java;1966;38;2015-10-28T10:56:04Z;2026-03-16T08:31:24Z
youtube/api-samples;5956;12.28;0;Java;3055;409;2013-12-09T18:41:41Z;2026-03-22T14:40:13Z
00-Evan/shattered-pixel-dungeon;5955;11.64;53;Java;1410;2;2014-07-31T21:56:31Z;2026-03-22T23:04:50Z
liyifeng1994/ssm;5939;9.76;0;Java;2715;44;2016-06-18T17:58:56Z;2026-03-18T05:28:57Z
springfox/springfox;5938;13.88;12;Java;1519;265;2012-05-06T06:38:57Z;2026-03-21T19:48:23Z
JSQLParser/JSqlParser;5934;14.75;37;Java;1417;76;2011-06-23T22:51:52Z;2026-03-22T14:51:41Z
journeyapps/zxing-android-embedded;5933;13.31;9;Java;1292;124;2012-11-28T16:36:39Z;2026-03-20T12:53:23Z
prolificinteractive/material-calendarview;5931;11.11;22;Java;1302;252;2015-02-09T22:31:56Z;2026-03-19T14:36:49Z
antoniolg/androidmvp;5910;11.97;0;Java;1556;4;2014-04-02T05:42:20Z;2026-03-18T11:51:27Z
weibocom/motan;5908;9.92;28;Java;1756;366;2016-04-20T10:56:17Z;2026-03-22T03:54:30Z
Archmage83/tvapk;5898;5.65;0;Java;565;15;2020-07-29T08:04:37Z;2026-03-22T09:05:42Z
apache/fesod;5892;1.46;7;Java;489;128;2024-10-05T11:42:50Z;2026-03-22T05:46:25Z
amitshekhariitbhu/Fast-Android-Networking;5891;10.0;10;Java;973;232;2016-03-21T18:35:44Z;2026-03-21T13:38:29Z
lets-blade/blade;5884;10.78;9;Java;1161;14;2015-06-10T03:35:49Z;2026-03-22T23:47:18Z
JakeWharton/DiskLruCache;5864;14.21;0;Java;1171;23;2012-01-05T00:36:34Z;2026-03-20T04:56:11Z
ffay/lanproxy;5857;9.33;1;Java;1556;143;2016-11-20T08:12:10Z;2026-03-20T02:02:43Z
PBH-BTN/PeerBanHelper;5850;2.12;190;Java;139;16;2024-02-07T14:35:16Z;2026-03-22T10:32:10Z
ikarus23/MifareClassicTool;5849;13.1;10;Java;990;35;2013-02-12T15:39:03Z;2026-03-22T02:44:48Z
Nightonke/BoomMenu;5794;10.01;0;Java;1141;121;2016-03-19T12:04:12Z;2026-03-22T14:18:24Z
meefik/linuxdeploy;5789;13.58;37;Java;725;736;2012-08-21T04:49:14Z;2026-03-22T10:55:57Z
yarolegovich/DiscreteScrollView;5788;9.05;2;Java;784;44;2017-03-03T23:38:54Z;2026-03-19T09:02:04Z
changmingxie/tcc-transaction;5776;10.29;8;Java;2769;33;2015-12-05T04:27:53Z;2026-03-21T19:47:24Z
Nepxion/Discovery;5773;7.75;132;Java;1422;14;2018-06-21T16:16:49Z;2026-03-21T19:51:57Z
dmytrodanylyk/circular-progress-button;5758;11.79;3;Java;1170;23;2014-06-07T12:58:48Z;2026-03-22T11:54:47Z
strimzi/strimzi-kafka-operator;5747;9.88;170;Java;1466;132;2016-05-06T08:52:33Z;2026-03-22T08:18:24Z
houbb/sensitive-word;5745;6.2;2;Java;781;8;2020-01-07T03:10:44Z;2026-03-22T09:13:47Z
JanusGraph/janusgraph;5741;9.23;28;Java;1206;582;2016-12-26T13:26:29Z;2026-03-22T22:25:26Z
dromara/lamp-cloud;5735;8.18;0;Java;1753;7;2018-01-17T02:51:04Z;2026-03-22T19:59:28Z
k0shk0sh/FastHub;5734;9.09;63;Java;931;343;2017-02-18T17:53:16Z;2026-03-12T00:30:59Z
redis/lettuce;5730;11.87;146;Java;1072;235;2014-05-10T13:08:46Z;2026-03-22T02:07:56Z
jagrosh/MusicBot;5729;9.6;38;Java;2779;220;2016-08-14T18:46:29Z;2026-03-23T00:04:11Z
yanzhenjie/SwipeRecyclerView;5718;9.63;0;Java;1095;117;2016-08-03T15:43:34Z;2026-03-22T13:40:17Z
ZHENFENG13/spring-boot-projects;5718;8.97;0;Java;1629;2;2017-04-01T01:50:14Z;2026-03-22T03:48:47Z
jpush/aurora-imui;5709;9.27;42;Java;996;135;2016-12-13T05:24:01Z;2026-03-20T16:14:06Z
ddd-by-examples/library;5709;7.19;0;Java;814;23;2019-01-11T09:14:03Z;2026-03-22T16:18:44Z
Devlight/InfiniteCycleViewPager;5704;9.58;2;Java;823;57;2016-08-22T08:04:39Z;2026-03-18T12:26:53Z
201206030/novel;5670;6.36;12;Java;1458;25;2019-11-11T01:13:52Z;2026-03-22T13:46:30Z
crazycodeboy/react-native-splash-screen;5667;9.52;12;Java;1106;412;2016-09-14T10:43:55Z;2026-03-17T06:22:10Z
springside/springside4;5666;14.08;3;Java;2864;72;2012-02-23T08:39:03Z;2026-03-21T19:49:18Z
ElderDrivers/EdXposed;5665;7.17;27;Java;647;55;2019-01-18T16:18:19Z;2026-03-20T07:26:20Z
JakeWharton/u2020;5661;12.35;0;Java;916;14;2013-11-14T11:58:23Z;2026-03-20T04:55:55Z
wasabeef/Blurry;5660;10.66;0;Java;608;86;2015-07-23T14:12:08Z;2026-03-13T18:46:53Z
hanks-zyh/HTextView;5657;10.26;0;Java;816;44;2015-12-19T16:34:59Z;2026-03-19T03:09:17Z
microsoft/typespec;5643;4.73;452;Java;349;1084;2021-06-30T23:29:49Z;2026-03-22T16:53:08Z
daimajia/AndroidImageSlider;5620;11.8;5;Java;1635;310;2014-06-02T06:04:17Z;2026-03-16T19:22:59Z
TommyLemon/Android-ZBLibrary;5606;10.59;25;Java;1377;12;2015-08-20T16:03:53Z;2026-03-21T04:42:41Z
osmandapp/OsmAnd;5598;15.18;1;Java;1134;3316;2011-01-15T19:59:44Z;2026-03-22T20:38:32Z
hongyangAndroid/FlowLayout;5587;10.57;0;Java;1167;115;2015-08-28T09:32:31Z;2026-03-15T20:21:58Z
baidu/uid-generator;5580;8.99;0;Java;1566;42;2017-03-27T04:03:43Z;2026-03-19T09:20:18Z
apache/hbase;5578;11.83;50;Java;3391;359;2014-05-23T07:00:07Z;2026-03-20T15:29:30Z
ReVanced/revanced-patches;5578;2.27;855;Java;721;406;2023-12-14T01:25:17Z;2026-03-22T20:01:34Z
alibaba/jetcache;5571;8.94;67;Java;1087;431;2017-04-12T07:48:23Z;2026-03-18T08:40:17Z
amlcurran/ShowcaseView;5563;13.6;13;Java;1271;95;2012-08-14T19:07:36Z;2026-03-13T19:04:22Z
mik3y/usb-serial-for-android;5559;12.73;34;Java;1677;29;2013-06-30T23:17:45Z;2026-03-21T13:42:06Z
hneemann/Digital;5558;9.73;35;Java;560;183;2016-06-28T17:40:16Z;2026-03-20T16:24:25Z
alibaba/QLExpress;5548;9.02;25;Java;1207;75;2017-03-15T08:39:54Z;2026-03-22T05:38:31Z
nhaarman/ListViewAnimations;5539;13.01;14;Java;1629;87;2013-03-19T11:59:23Z;2026-03-17T07:11:58Z
knightliao/disconf;5534;11.81;12;Java;2268;204;2014-05-30T09:39:27Z;2026-03-22T05:47:29Z
wuhaoyu1990/MagicCamera;5515;10.2;0;Java;1623;100;2016-01-08T11:36:56Z;2026-03-22T09:10:31Z
danikula/AndroidVideoCache;5515;10.97;20;Java;1178;156;2015-04-01T11:25:52Z;2026-03-20T04:56:44Z
SuperMonster003/AutoJs6;5511;4.3;21;Java;1581;297;2021-12-01T05:27:22Z;2026-03-22T20:19:46Z
CaffeineMC/sodium;5506;6.14;40;Java;905;162;2020-02-01T03:04:09Z;2026-03-22T16:14:55Z
cinit/QAuxiliary;5489;4.14;49;Java;400;270;2022-01-29T06:12:36Z;2026-03-22T17:32:20Z
emilsjolander/StickyListHeaders;5483;14.03;16;Java;1497;161;2012-03-11T18:29:18Z;2026-03-22T20:36:31Z
jindrapetrik/jpexs-decompiler;5482;11.87;180;Java;751;0;2014-05-10T17:20:56Z;2026-03-22T21:28:50Z
